Employee ID,Gender,Job Level after FY20 promotions,New hire FY20?,FY20 Performance Rating,Promotion in FY21?,In base group for Promotion FY21,Target hire balance,FY20 leaver?,In base group for turnover FY20,Department @01.07.2020,Leaver FY,Job Level after FY21 promotions,Last Department in FY20,FTE group,Time type,Department & JL group PRA status,Department & JL group for PRA,Job Level group PRA status,Job Level group for PRA,Time in Job Level @01.07.2020,Job Level before FY20 promotions,Promotion in FY20?,FY19 Performance Rating,Age group,Age @01.07.2020,Nationality 1,Region group: nationality 1,Broad region group: nationality 1,Last hire date,Years since last hire,Rand
279,Male,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,#REF!,6 - Junior Officer & Sales & Marketing,#REF!,6 - Junior Officer,4,6 - Junior Officer,N,3,20 to 29,24,Switzerland,Switzerland,Switzerland,01-04-2016,4,0.791270029
280,Male,1 - Executive,Y,,No,No,0.50,No,N,Internal Services,,1 - Executive,Internal Services,Full Time,Full Time,,,,,0,,N,,30 to 39,38,France,Europe,Europe,01-04-2020,0,0.318686377
281,Male,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,#REF!,6 - Junior Officer & Operations,#REF!,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,24,Italy,Europe,Europe,01-04-2017,3,0.350952923
282,Male,2 - Director,N,2,No,Yes,0.50,No,Y,Internal Services,,2 - Director,Internal Services,Full Time,Full Time,#REF!,2 - Director & Internal Services,Uneven - Men benefit,2 - Director,3,2 - Director,N,3,40 to 49,44,France,Europe,Europe,01-04-2011,9,0.233187239
283,Male,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,#REF!,6 - Junior Officer & Operations,#REF!,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,25,Switzerland,Switzerland,Switzerland,01-04-2018,2,0.443813218
284,Male,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,#REF!,6 - Junior Officer & Operations,#REF!,6 - Junior Officer,3,6 - Junior Officer,N,2,20 to 29,21,France,Europe,Europe,01-04-2017,3,0.366841969
285,Male,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,#REF!,6 - Junior Officer & Sales & Marketing,#REF!,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,22,Switzerland,Switzerland,Switzerland,01-04-2018,2,0.780495821
286,Male,4 - Manager,N,3,No,Yes,0.50,No,Y,Operations,,4 - Manager,Operations,Full Time,Full Time,#REF!,4 - Manager & Operations,#REF!,4 - Manager,1,#REF!,Y,2,30 to 39,30,Germany,Europe,Europe,01-04-2018,2,0.56957499
287,Female,6 - Junior Officer,Y,,No,No,0.50,No,N,Internal Services,,6 - Junior Officer,Internal Services,70%,Part Time,#REF!,6 - Junior Officer & Internal Services,#REF!,6 - Junior Officer,0,,N,,20 to 29,22,France,Europe,Europe,01-04-2020,0,0.561645375
288,Male,5 - Senior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,#REF!,5 - Senior Officer & Sales & Marketing,#REF!,5 - Senior Officer,3,5 - Senior Officer,N,2,20 to 29,25,Germany,Europe,Europe,01-04-2016,4,0.310208735
289,Female,5 - Senior Officer,N,3,No,Yes,0.50,No,Y,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,#REF!,5 - Senior Officer & Sales & Marketing,#REF!,5 - Senior Officer,3,5 - Senior Officer,N,2,30 to 39,33,Italy,Europe,Europe,01-04-2016,4,0.67147715
290,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,#REF!,6 - Junior Officer & Operations,#REF!,6 - Junior Officer,2,6 - Junior Officer,N,2,20 to 29,26,France,Europe,Europe,01-04-2018,2,0.361054561
291,Female,4 - Manager,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,4 - Manager,Sales & Marketing,Full Time,Full Time,#REF!,4 - Manager & Sales & Marketing,#REF!,4 - Manager,3,4 - Manager,N,3,30 to 39,38,Denmark,Europe,Europe,01-04-2014,6,0.598364852
292,Male,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,#REF!,6 - Junior Officer & Sales & Marketing,#REF!,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,22,France,Europe,Europe,01-04-2018,2,0.395065871
293,Female,6 - Junior Officer,N,2,Yes,Yes,0.50,No,Y,Internal Services,,5 - Senior Officer,Internal Services,60%,Part Time,#REF!,6 - Junior Officer & Internal Services,#REF!,6 - Junior Officer,2,6 - Junior Officer,N,2,30 to 39,33,France,Europe,Europe,01-04-2018,2,0.590326068
294,Female,4 - Manager,Y,,No,No,0.50,No,N,Operations,,4 - Manager,Operations,Full Time,Full Time,#REF!,4 - Manager & Operations,#REF!,4 - Manager,0,,N,,30 to 39,34,Switzerland,Switzerland,Switzerland,01-04-2020,0,0.976651585
295,Female,5 - Senior Officer,N,2,No,Yes,0.50,No,Y,Operations,,5 - Senior Officer,Operations,Full Time,Full Time,#REF!,5 - Senior Officer & Operations,#REF!,5 - Senior Officer,3,5 - Senior Officer,N,3,20 to 29,28,Switzerland,Switzerland,Switzerland,01-04-2012,8,0.224246142
296,Male,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,#REF!,6 - Junior Officer & Sales & Marketing,#REF!,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,25,Netherlands,Europe,Europe,01-04-2018,2,0.242866635
297,Male,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,#REF!,6 - Junior Officer & Sales & Marketing,#REF!,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,24,Switzerland,Switzerland,Switzerland,01-04-2018,2,0.714645311
298,Female,3 - Senior Manager,N,4,No,Yes,0.50,No,Y,Operations,,3 - Senior Manager,Operations,Full Time,Full Time,#REF!,3 - Senior Manager & Operations,#REF!,3 - Senior Manager,2,3 - Senior Manager,N,3,40 to 49,41,Switzerland,Switzerland,Switzerland,01-04-2011,9,0.080367088
299,Male,6 - Junior Officer,N,3,Yes,Yes,0.50,No,Y,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,#REF!,6 - Junior Officer & Sales & Marketing,#REF!,6 - Junior Officer,3,6 - Junior Officer,N,2,20 to 29,24,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.791091541
300,Male,4 - Manager,N,3,No,Yes,0.50,No,Y,Operations,,4 - Manager,Operations,Full Time,Full Time,#REF!,4 - Manager & Operations,#REF!,4 - Manager,2,4 - Manager,N,3,30 to 39,32,France,Europe,Europe,01-04-2016,4,0.301265835
301,Female,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,#REF!,6 - Junior Officer & Operations,#REF!,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,25,Switzerland,Switzerland,Switzerland,01-04-2018,2,0.395705487
302,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Internal Services,,6 - Junior Officer,Internal Services,Full Time,Full Time,#REF!,6 - Junior Officer & Internal Services,#REF!,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,26,Switzerland,Switzerland,Switzerland,01-04-2018,2,0.133147425
303,Male,4 - Manager,Y,,No,No,0.50,No,N,Operations,,4 - Manager,Operations,Full Time,Full Time,#REF!,4 - Manager & Operations,#REF!,4 - Manager,0,,N,,30 to 39,34,Switzerland,Switzerland,Switzerland,01-04-2020,0,0.505288773
304,Female,3 - Senior Manager,N,2,No,Yes,0.50,No,Y,Operations,,3 - Senior Manager,Operations,Full Time,Full Time,#REF!,3 - Senior Manager & Operations,#REF!,3 - Senior Manager,4,3 - Senior Manager,N,3,50 to 59,50,Austria,Europe,Europe,01-04-2012,8,0.105560504
305,Male,6 - Junior Officer,N,2,Yes,Yes,0.50,No,Y,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,#REF!,6 - Junior Officer & Sales & Marketing,#REF!,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,28,Italy,Europe,Europe,01-04-2018,2,0.070453157
306,Female,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,#REF!,6 - Junior Officer & Operations,#REF!,6 - Junior Officer,1,6 - Junior Officer,N,,20 to 29,26,Switzerland,Switzerland,Switzerland,01-04-2019,1,0.033751708
307,Male,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,#REF!,6 - Junior Officer & Operations,#REF!,6 - Junior Officer,1,6 - Junior Officer,N,,20 to 29,25,Switzerland,Switzerland,Switzerland,01-04-2019,1,0.022857606
308,Female,5 - Senior Officer,Y,,No,No,0.50,No,N,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,#REF!,5 - Senior Officer & Sales & Marketing,#REF!,5 - Senior Officer,0,,N,,30 to 39,30,Switzerland,Switzerland,Switzerland,01-04-2020,0,0.690632217
309,Male,4 - Manager,N,3,No,No,0.50,Yes,Y,Sales & Marketing,FY20,,Sales & Marketing,Full Time,Full Time,,,,,3,4 - Manager,N,4,40 to 49,46,Switzerland,Switzerland,Switzerland,01-04-2013,7,0.300900823
310,Female,4 - Manager,Y,,No,No,0.50,No,N,Operations,,4 - Manager,Operations,Full Time,Full Time,#REF!,4 - Manager & Operations,#REF!,4 - Manager,0,,N,,30 to 39,37,Germany,Europe,Europe,01-04-2020,0,0.376026935
311,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,#REF!,6 - Junior Officer & Operations,#REF!,6 - Junior Officer,3,6 - Junior Officer,N,4,20 to 29,22,Italy,Europe,Europe,01-04-2017,3,0.16979757
312,Female,5 - Senior Officer,N,2,No,Yes,0.50,No,Y,Operations,,5 - Senior Officer,Operations,Full Time,Full Time,#REF!,5 - Senior Officer & Operations,#REF!,5 - Senior Officer,4,5 - Senior Officer,N,3,30 to 39,34,Germany,Europe,Europe,01-04-2012,8,0.350596106
313,Male,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,#REF!,6 - Junior Officer & Operations,#REF!,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,22,France,Europe,Europe,01-04-2018,2,0.497968849
314,Female,6 - Junior Officer,Y,,No,No,0.50,No,N,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,#REF!,6 - Junior Officer & Operations,#REF!,6 - Junior Officer,0,,N,,20 to 29,24,France,Europe,Europe,01-04-2020,0,0.480039312
315,Female,6 - Junior Officer,Y,,No,No,0.50,No,N,Operations,,6 - Junior Officer,Operations,70%,Part Time,#REF!,6 - Junior Officer & Operations,#REF!,6 - Junior Officer,0,,N,,20 to 29,26,Switzerland,Switzerland,Switzerland,01-04-2020,0,0.776749857
316,Male,1 - Executive,N,,No,No,0.50,No,Y,Operations,,1 - Executive,Operations,Full Time,Full Time,,,,,1,#REF!,Y,2,40 to 49,48,France,Europe,Europe,01-04-2013,7,0.321219573
317,Female,6 - Junior Officer,N,1,Yes,Yes,0.50,No,Y,Operations,,5 - Senior Officer,Operations,Full Time,Full Time,#REF!,6 - Junior Officer & Operations,#REF!,6 - Junior Officer,5,6 - Junior Officer,N,3,20 to 29,28,Switzerland,Switzerland,Switzerland,01-04-2015,5,0.047445857
318,Female,3 - Senior Manager,Y,,No,No,0.50,No,N,Operations,,3 - Senior Manager,Operations,Full Time,Full Time,#REF!,3 - Senior Manager & Operations,#REF!,3 - Senior Manager,0,,N,,40 to 49,43,Germany,Europe,Europe,01-04-2020,0,0.546381825
319,Male,6 - Junior Officer,N,1,Yes,Yes,0.50,No,Y,Operations,,5 - Senior Officer,Operations,Full Time,Full Time,#REF!,6 - Junior Officer & Operations,#REF!,6 - Junior Officer,2,6 - Junior Officer,N,2,20 to 29,27,Germany,Europe,Europe,01-04-2018,2,0.986132955
320,Female,5 - Senior Officer,Y,,No,No,0.50,No,N,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,#REF!,5 - Senior Officer & Sales & Marketing,#REF!,5 - Senior Officer,0,,N,,30 to 39,31,Switzerland,Switzerland,Switzerland,01-04-2020,0,0.037081606
321,Male,3 - Senior Manager,N,3,No,Yes,0.50,No,Y,Operations,,3 - Senior Manager,Operations,Full Time,Full Time,#REF!,3 - Senior Manager & Operations,#REF!,3 - Senior Manager,3,3 - Senior Manager,N,3,30 to 39,38,Switzerland,Switzerland,Switzerland,01-04-2011,9,0.521653229
322,Female,3 - Senior Manager,N,3,No,Yes,0.50,No,Y,Internal Services,,3 - Senior Manager,Internal Services,Full Time,Full Time,#REF!,3 - Senior Manager & Internal Services,#REF!,3 - Senior Manager,3,3 - Senior Manager,N,3,40 to 49,43,Switzerland,Switzerland,Switzerland,01-04-2016,4,0.645126727
323,Male,5 - Senior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,#REF!,5 - Senior Officer & Sales & Marketing,#REF!,5 - Senior Officer,3,5 - Senior Officer,N,,20 to 29,24,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.873241117
324,Male,3 - Senior Manager,N,2,Yes,Yes,0.50,No,Y,Internal Services,,2 - Director,Internal Services,Full Time,Full Time,#REF!,3 - Senior Manager & Internal Services,#REF!,3 - Senior Manager,1,#REF!,Y,1,30 to 39,35,Switzerland,Switzerland,Switzerland,01-04-2013,7,0.952572872
325,Female,5 - Senior Officer,N,2,No,Yes,0.50,No,Y,Operations,,5 - Senior Officer,Operations,60%,Part Time,#REF!,5 - Senior Officer & Operations,#REF!,5 - Senior Officer,2,5 - Senior Officer,N,4,30 to 39,30,Switzerland,Switzerland,Switzerland,01-04-2016,4,0.436501503
326,Male,2 - Director,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,2 - Director,Sales & Marketing,Full Time,Full Time,#REF!,2 - Director & Sales & Marketing,Uneven - Men benefit,2 - Director,3,2 - Director,N,3,30 to 39,37,France,Europe,Europe,01-04-2015,5,0.598161908
327,Male,4 - Manager,N,3,No,Yes,0.50,No,Y,Sales & Marketing,,4 - Manager,Sales & Marketing,Full Time,Full Time,#REF!,4 - Manager & Sales & Marketing,#REF!,4 - Manager,1,#REF!,Y,1,40 to 49,40,Switzerland,Switzerland,Switzerland,01-04-2014,6,0.842460179
328,Female,5 - Senior Officer,N,3,No,Yes,0.50,No,Y,Operations,,5 - Senior Officer,Operations,Full Time,Full Time,#REF!,5 - Senior Officer & Operations,#REF!,5 - Senior Officer,3,5 - Senior Officer,N,2,30 to 39,30,Germany,Europe,Europe,01-04-2014,6,0.844766911
329,Female,4 - Manager,N,,No,No,0.50,Yes,Y,Sales & Marketing,FY20,,Sales & Marketing,Full Time,Full Time,,,,,2,4 - Manager,N,2,40 to 49,45,Italy,Europe,Europe,01-04-2013,7,0.748544514
330,Female,4 - Manager,N,3,No,No,0.50,Yes,Y,Operations,FY20,,Operations,90%,Part Time,,,,,3,4 - Manager,N,3,50 to 59,51,Switzerland,Switzerland,Switzerland,01-04-2015,5,0.104609477
331,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,#REF!,6 - Junior Officer & Sales & Marketing,#REF!,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,24,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.277447954
332,Male,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,#REF!,6 - Junior Officer & Operations,#REF!,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,21,Switzerland,Switzerland,Switzerland,01-04-2018,2,0.72467692
333,Male,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,#REF!,6 - Junior Officer & Sales & Marketing,#REF!,6 - Junior Officer,1,6 - Junior Officer,N,,20 to 29,26,Switzerland,Switzerland,Switzerland,01-04-2019,1,0.818616698
334,Male,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Internal Services,,6 - Junior Officer,Internal Services,Full Time,Full Time,#REF!,6 - Junior Officer & Internal Services,#REF!,6 - Junior Officer,2,6 - Junior Officer,N,4,16 to 19,19,Germany,Europe,Europe,01-04-2018,2,0.697019277
335,Female,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,#REF!,6 - Junior Officer & Operations,#REF!,6 - Junior Officer,3,6 - Junior Officer,N,2,20 to 29,22,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.464725887
336,Male,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,#REF!,6 - Junior Officer & Sales & Marketing,#REF!,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,21,France,Europe,Europe,01-04-2017,3,0.950527874
337,Male,2 - Director,N,2,No,Yes,0.50,No,Y,Strategy,,2 - Director,Strategy,Full Time,Full Time,#REF!,2 - Director & Strategy,Uneven - Men benefit,2 - Director,4,2 - Director,N,,40 to 49,43,Switzerland,Switzerland,Switzerland,01-04-2016,4,0.92121417
338,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,#REF!,6 - Junior Officer & Operations,#REF!,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,26,France,Europe,Europe,01-04-2018,2,0.485193647
339,Female,4 - Manager,N,3,No,Yes,0.50,No,Y,Sales & Marketing,,4 - Manager,Sales & Marketing,Full Time,Full Time,#REF!,4 - Manager & Sales & Marketing,#REF!,4 - Manager,3,4 - Manager,N,3,30 to 39,35,Switzerland,Switzerland,Switzerland,01-04-2016,4,0.728335192
340,Male,5 - Senior Officer,N,2,No,Yes,0.50,No,Y,Internal Services,,5 - Senior Officer,Internal Services,Full Time,Full Time,#REF!,5 - Senior Officer & Internal Services,#REF!,5 - Senior Officer,2,5 - Senior Officer,N,2,20 to 29,25,France,Europe,Europe,01-04-2014,6,0.451571195
341,Female,6 - Junior Officer,Y,,No,No,0.50,No,N,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,#REF!,6 - Junior Officer & Sales & Marketing,#REF!,6 - Junior Officer,0,,N,,20 to 29,26,Switzerland,Switzerland,Switzerland,01-04-2020,0,0.75352649
342,Female,4 - Manager,N,3,No,Yes,0.50,No,Y,Finance,,4 - Manager,Finance,90%,Part Time,#REF!,4 - Manager & Finance,#REF!,4 - Manager,3,4 - Manager,N,3,30 to 39,36,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.19508264
343,Female,1 - Executive,N,,No,No,0.50,No,Y,HR,,1 - Executive,HR,Full Time,Full Time,,,,,2,1 - Executive,N,2,40 to 49,47,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.68807733
344,Male,5 - Senior Officer,N,2,Yes,Yes,0.50,No,Y,Operations,,4 - Manager,Operations,Full Time,Full Time,#REF!,5 - Senior Officer & Operations,#REF!,5 - Senior Officer,1,5 - Senior Officer,N,,30 to 39,35,Germany,Europe,Europe,01-04-2019,1,0.314355932
345,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,#REF!,6 - Junior Officer & Sales & Marketing,#REF!,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,22,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.422877447
346,Male,4 - Manager,N,3,No,Yes,0.50,No,Y,Internal Services,,4 - Manager,Internal Services,Full Time,Full Time,#REF!,4 - Manager & Internal Services,#REF!,4 - Manager,2,4 - Manager,N,3,30 to 39,32,Malaysia,Asia Pacific,Elsewhere,01-04-2013,7,0.536910706
347,Male,3 - Senior Manager,N,3,No,Yes,0.50,No,Y,Operations,,3 - Senior Manager,Operations,Full Time,Full Time,#REF!,3 - Senior Manager & Operations,#REF!,3 - Senior Manager,3,3 - Senior Manager,N,3,40 to 49,48,Switzerland,Switzerland,Switzerland,01-04-2014,6,0.599866963
348,Male,5 - Senior Officer,N,3,No,Yes,0.50,No,Y,Operations,,5 - Senior Officer,Operations,Full Time,Full Time,#REF!,5 - Senior Officer & Operations,#REF!,5 - Senior Officer,4,5 - Senior Officer,N,3,20 to 29,25,United Kingdom,Europe,Europe,01-04-2016,4,0.587566201
349,Female,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,#REF!,6 - Junior Officer & Operations,#REF!,6 - Junior Officer,3,6 - Junior Officer,N,2,20 to 29,22,Germany,Europe,Europe,01-04-2017,3,0.415699378
350,Male,6 - Junior Officer,N,3,No,No,0.50,Yes,Y,Operations,FY20,,Operations,Full Time,Full Time,,,,,2,6 - Junior Officer,N,2,20 to 29,27,Germany,Europe,Europe,01-04-2018,2,0.861938588
351,Male,4 - Manager,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,4 - Manager,Sales & Marketing,Full Time,Full Time,#REF!,4 - Manager & Sales & Marketing,#REF!,4 - Manager,4,4 - Manager,N,2,30 to 39,36,Germany,Europe,Europe,01-04-2016,4,0.836404488
352,Male,6 - Junior Officer,N,2,Yes,Yes,0.50,No,Y,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,#REF!,6 - Junior Officer & Sales & Marketing,#REF!,6 - Junior Officer,1,6 - Junior Officer,N,,20 to 29,29,Switzerland,Switzerland,Switzerland,01-04-2019,1,0.01024204
353,Female,5 - Senior Officer,N,3,No,Yes,0.50,No,Y,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,#REF!,5 - Senior Officer & Sales & Marketing,#REF!,5 - Senior Officer,6,5 - Senior Officer,N,2,30 to 39,31,Germany,Europe,Europe,01-04-2016,4,0.916441407
354,Female,6 - Junior Officer,Y,,No,No,0.50,No,N,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,#REF!,6 - Junior Officer & Operations,#REF!,6 - Junior Officer,0,,N,,20 to 29,23,Greece,Europe,Europe,01-04-2020,0,0.026227864
355,Male,6 - Junior Officer,Y,,No,No,0.50,No,N,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,#REF!,6 - Junior Officer & Operations,#REF!,6 - Junior Officer,0,,N,,20 to 29,23,Italy,Europe,Europe,01-04-2020,0,0.128665909
356,Male,5 - Senior Officer,N,2,Yes,Yes,0.50,No,Y,Sales & Marketing,,4 - Manager,Sales & Marketing,Full Time,Full Time,#REF!,5 - Senior Officer & Sales & Marketing,#REF!,5 - Senior Officer,3,5 - Senior Officer,N,2,30 to 39,32,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.147299498
357,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,#REF!,6 - Junior Officer & Operations,#REF!,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,27,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.517972393
358,Female,5 - Senior Officer,N,3,No,Yes,0.50,No,Y,Operations,,5 - Senior Officer,Operations,80%,Part Time,#REF!,5 - Senior Officer & Operations,#REF!,5 - Senior Officer,3,5 - Senior Officer,N,2,30 to 39,33,France,Europe,Europe,01-04-2011,9,0.955715165
359,Female,5 - Senior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,#REF!,5 - Senior Officer & Sales & Marketing,#REF!,5 - Senior Officer,3,5 - Senior Officer,N,3,20 to 29,28,United States,Americas,Elsewhere,01-04-2011,9,0.200370148
360,Male,5 - Senior Officer,Y,,No,No,0.50,No,N,Internal Services,,5 - Senior Officer,Internal Services,Full Time,Full Time,#REF!,5 - Senior Officer & Internal Services,#REF!,5 - Senior Officer,0,,N,,20 to 29,24,Italy,Europe,Europe,01-04-2020,0,0.6286479
361,Male,3 - Senior Manager,N,2,No,Yes,0.50,No,Y,Internal Services,,3 - Senior Manager,Internal Services,Full Time,Full Time,#REF!,3 - Senior Manager & Internal Services,#REF!,3 - Senior Manager,4,3 - Senior Manager,N,2,30 to 39,38,Switzerland,Switzerland,Switzerland,01-04-2011,9,0.154208169
362,Female,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,#REF!,6 - Junior Officer & Operations,#REF!,6 - Junior Officer,5,6 - Junior Officer,N,3,20 to 29,26,United States,Americas,Elsewhere,01-04-2015,5,0.435154929
363,Male,1 - Executive,N,,No,No,0.50,No,Y,Strategy,,1 - Executive,Strategy,Full Time,Full Time,,,,,4,1 - Executive,N,3,40 to 49,45,France,Europe,Europe,01-04-2013,7,0.554791548
364,Male,5 - Senior Officer,N,4,No,Yes,0.50,No,Y,Operations,,5 - Senior Officer,Operations,Full Time,Full Time,#REF!,5 - Senior Officer & Operations,#REF!,5 - Senior Officer,1,#REF!,Y,2,20 to 29,29,France,Europe,Europe,01-04-2018,2,0.662584489
365,Male,4 - Manager,N,3,No,Yes,0.50,No,Y,Sales & Marketing,,4 - Manager,Sales & Marketing,Full Time,Full Time,#REF!,4 - Manager & Sales & Marketing,#REF!,4 - Manager,2,4 - Manager,N,2,30 to 39,31,Switzerland,Switzerland,Switzerland,01-04-2011,9,0.716862462
366,Female,6 - Junior Officer,N,1,Yes,Yes,0.50,No,Y,Finance,,5 - Senior Officer,Finance,Full Time,Full Time,#REF!,6 - Junior Officer & Finance,#REF!,6 - Junior Officer,3,6 - Junior Officer,N,3,30 to 39,34,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.489661429
367,Female,5 - Senior Officer,Y,,No,No,0.50,No,N,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,#REF!,5 - Senior Officer & Sales & Marketing,#REF!,5 - Senior Officer,0,,N,,20 to 29,29,Switzerland,Switzerland,Switzerland,01-04-2020,0,0.432849483
368,Male,5 - Senior Officer,Y,,No,No,0.50,No,N,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,#REF!,5 - Senior Officer & Sales & Marketing,#REF!,5 - Senior Officer,0,,N,,20 to 29,29,Switzerland,Switzerland,Switzerland,01-04-2020,0,0.390057969
369,Female,5 - Senior Officer,N,,No,No,0.50,Yes,Y,Sales & Marketing,FY20,,Sales & Marketing,Full Time,Full Time,,,,,3,5 - Senior Officer,N,3,40 to 49,45,Russia,Europe,Europe,01-04-2011,9,0.861869533
370,Female,6 - Junior Officer,N,1,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,#REF!,6 - Junior Officer & Operations,#REF!,6 - Junior Officer,1,6 - Junior Officer,N,,20 to 29,28,Switzerland,Switzerland,Switzerland,01-04-2019,1,0.819568019
